name,prompt,negative_prompt
Girl on beach,"award wining photography, beautifull girl, awesome girl, wearing a swimsuit, wet, blue hair, green eyes, on the beach, dramatic lighting, backlight, ultra sharp, sharpness, extra details","(worst quality:1.2), (low quality:1.2), (lowres:1.1), (monochrome:1.1), (greyscale), multiple views, comic, sketch, (((bad anatomy))), (((deformed))), (((disfigured))), watermark, multiple_views, mutation hands, mutation fingers, extra fingers, missing fingers, watermark"
